,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0475,101193,112955,273410,1584439,423602,168247,854293,124269,17033,227008,1252467,100173,109136,107730,188146,783180,1246871,1841084,174393,528486,220893,1590612,16116,526301,1239789,1047028,1193965,780599,1502343,521549,1594057,422796,199154,269485,854294,1841219,75311,224959,-1,224959,442167,268396,858399,1257017,442167,268396,858399,167712,267422,214347,778398,528477,1246732,1586464,184308,,,,,,,,,,,,,
0476,1351888,1340359,1135959,937016,958135,1400406,890210,1330108,1359033,1225282,605740,1363417,1343449,1344182,1420306,598574,599508,467476,1406553,879552,1232982,943190,1369439,868350,592375,741346,180525,593663,854921,855026,946635,960936,1242475,1140245,889089,467612,1299806,1226574,-1,1226574,1221526,1141988,892179,464357,1221526,1141988,892179,1240683,1141200,1225753,595973,879561,599369,939041,46948,,,,,,,,,,,,,
0478,31058,42820,348793,1659822,498986,89064,929676,54134,92416,156873,1327850,20990,39001,37595,108963,858564,1322254,1847432,95210,500923,150758,1665996,91500,601685,1315172,1122412,1200313,855983,1577727,596933,1669441,498179,274538,344869,929678,1847567,150695,154824,-1,154824,372032,343780,933783,1332401,372032,343780,933783,243096,342806,195094,853782,500914,1322116,1661847,184943,,,,,,,,,,,,,
0479,79380,80643,442132,1753161,592325,8091,1023015,81686,185755,184425,1421189,79453,72042,72498,14496,951903,1415593,1874984,4228,528475,178310,1759335,184839,695024,1408511,1215751,1227865,949321,1671066,690271,1762780,591518,367876,438208,1023016,1875119,244034,182376,-1,182376,399584,437118,1027122,1425740,399584,437118,1027122,314416,436144,277629,947120,528466,1415455,1755186,187698,,,,,,,,,,,,,
0481,175763,187525,206596,1517625,356789,242817,787479,198839,66497,277968,1185653,174744,183706,182300,262716,716366,1180057,1774270,248964,461672,295463,1523798,76903,459487,1172975,980215,1127151,713785,1435529,454735,1527244,355982,130328,202671,787480,1774405,8398,279261,-1,279261,470169,201582,791586,1190204,470169,201582,791586,100898,200608,147533,711584,461663,1179918,1519650,177627,,,,,,,,,,,,,
0482,1635068,1577059,1302729,768550,1124904,1702122,760558,1566807,1525802,1461981,437274,1634049,1580148,1580881,1722022,757544,431041,571210,1708269,1163555,1469681,774723,1536208,1035119,423909,572879,444351,762928,686454,1021796,778168,1127705,1409244,1307014,760038,571346,1466576,1463274,-1,1463274,1505666,1308757,757574,295890,1505666,1308757,757574,1410910,1307969,1454803,762566,1163564,430903,770575,57321,,,,,,,,,,,,,
0483,259362,271125,114550,1442969,282133,326416,712823,282439,150096,317412,1110997,258343,267305,265899,346316,647335,1105401,1705238,332563,501116,322381,1449143,160502,384832,1098319,905559,1058119,644754,1360874,380079,1452588,281326,34620,110626,712825,1705373,90870,318704,-1,318704,509612,109537,716930,1121172,509612,109537,716930,140342,108563,186976,642553,501107,1105263,1444994,170724,,,,,,,,,,,,,
0485,12164,23926,357617,1668647,507810,75891,938501,35240,101240,137979,1336675,10443,20107,18701,95791,867388,1331078,1828537,82038,482029,131864,1674820,100324,610509,1323996,1131236,1181419,864807,1586551,605757,1678265,507003,283362,353693,938502,1828673,159519,135930,-1,135930,353138,352604,942607,1341225,353138,352604,942607,251920,351630,203918,862606,482020,1330940,1670672,183054,,,,,,,,,,,,,
0487,1543918,1485909,1211579,677399,1033754,1610972,669408,1475657,1434652,1370831,346124,1542899,1488998,1489731,1630872,666394,339891,565181,1617119,1072405,1378531,683573,1445058,943969,332759,481729,438322,671778,595304,930645,687018,1036555,1318094,1215864,668888,565317,1375426,1372124,-1,1372124,1414516,1217607,666424,204740,1414516,1217607,666424,1319760,1216819,1363653,671416,1072414,339753,679424,56718,,,,,,,,,,,,,
0488,112881,101353,415226,1683005,551878,161399,982568,91101,222480,31327,1351730,124410,104442,105175,181299,736509,1345497,1724515,167546,378007,23479,1689179,221564,654576,1338364,1175304,1077397,733880,1600910,649824,1692624,551071,364721,411302,982569,1724651,280759,34180,-1,34180,240788,414335,986675,1210346,240788,414335,986675,208522,413133,161458,731727,377998,1345358,1685030,172651,,,,,,,,,,,,,
0489,113278,125041,258375,1569404,408567,180332,839258,136355,3160,239093,1237432,112259,121221,119815,200232,768145,1231836,1826048,186479,513451,232979,1575577,11793,511266,1224753,1031993,1178930,765564,1487308,506514,1579022,407761,184119,254450,839259,1826184,60276,237044,-1,237044,454253,253361,843364,1241982,454253,253361,843364,152677,252387,199311,763363,513442,1231697,1571429,182805,,,,,,,,,,,,,
0491,440688,429160,559959,1510487,621732,489206,907676,418908,494948,314082,1179211,452217,432249,432982,509106,563991,1172979,1504262,495353,157754,321782,1516660,494032,609128,1165846,1069345,857144,561362,1428392,607866,1520106,621494,550797,556035,906555,1504398,469849,315375,-1,315375,227155,559068,909645,1037828,227155,559068,909645,376719,557866,346857,559208,157745,1172840,1512512,150626,,,,,,,,,,,,,
0494,105716,94187,432218,1695456,568869,154234,999559,83936,215315,46408,1364180,117245,97277,98009,174133,748960,1357948,1736966,160381,390458,40293,1701629,214399,671567,1350815,1192295,1089848,746331,1613361,666815,1705075,568062,381712,428293,999560,1737102,273594,44359,-1,44359,256223,431327,1003666,1222797,256223,431327,1003666,225513,430124,171636,744178,390449,1357809,1697481,173897,,,,,,,,,,,,,
0495,366558,378320,6479,1350868,190032,433612,620722,389634,257292,407324,1018896,365538,374500,373095,453511,555233,1013300,1613137,439758,549738,412293,1357041,267697,292730,1006218,813458,966018,552652,1268772,287978,1360487,189225,121220,4458,620723,1613272,198065,408616,-1,408616,573715,1937,624829,1029071,573715,1937,624829,213850,2937,254236,550451,549728,1013161,1352893,161514,,,,,,,,,,,,,
0497,1338065,1349828,1003596,339983,825771,1405119,391111,1361142,1228799,1312348,9524,1337046,1346008,1344602,1425019,607911,4774,903192,1411266,1013921,1320048,346156,1239205,718720,4276,203432,776332,613295,257887,731104,349601,828572,1110111,1007881,390592,903327,1169573,1313640,-1,1313640,1356033,1009624,388128,134979,1356033,1009624,388128,1165432,1008836,1205818,612933,1013931,4636,342008,90519,,,,,,,,,,,,,
0498,120680,109152,406549,1657115,543200,169199,973890,98900,230280,8147,1325839,132209,112241,112974,189098,710618,1319606,1698625,175345,352117,2814,1663288,229364,645898,1312474,1172840,1051506,707989,1575019,630043,1666733,542393,356043,402624,973891,1698760,275095,6678,-1,6678,224088,405657,977997,1184455,224088,405657,977997,199844,404455,152780,705836,352107,1319468,1659140,170062,,,,,,,,,,,,,
0499,951151,962913,616681,729211,438857,1018205,4196,974227,841885,955514,397239,950131,959094,957688,1038104,377085,391643,1231329,1024351,750181,963214,735385,852290,331805,384561,191801,710699,382470,647116,344190,738830,441657,723196,620967,3677,1231464,782658,956806,-1,956806,988259,622710,2800,463116,988259,622710,2800,778518,621922,818904,382108,750190,391505,731236,123333,,,,,,,,,,,,,
0501,2424868,2436630,2090398,771217,1912573,2491922,1477913,2447944,2315602,2397136,1080011,2423848,2432810,2431405,2511821,1692698,1082004,1833534,2498068,2098709,2404835,765549,2326007,1805522,1087911,1290234,1861120,1698083,838023,1817907,736600,1915374,2196913,2094683,1477394,1833669,2256375,2398428,-1,2398428,2440820,2096426,1474930,1219766,2440820,2096426,1474930,2252234,2095638,2292620,1697721,2098718,1081865,769825,183553,,,,,,,,,,,,,
0505,7422,15427,368360,1679389,518552,67069,949243,25195,111982,127933,1347417,13823,9333,7684,86969,878130,1341821,1818492,73216,471984,121818,1685562,111066,621251,1334739,1141978,1171373,875549,1597293,616499,1689007,517746,294104,364435,949244,1818627,170261,125884,-1,125884,343092,363346,953349,1351967,343092,363346,953349,262662,362372,221137,873348,471974,1341682,1681414,182049,,,,,,,,,,,,,
0506,604964,593435,676999,1485184,616459,653482,882372,583184,646116,478358,1153908,616493,596525,597257,673381,538687,1147675,1214799,659628,132628,486057,1491357,656521,603855,1140543,1044042,567680,536058,1403088,602593,1494802,616221,667837,673075,881252,1214934,586889,479650,-1,479650,474602,676108,884342,1012524,474602,676108,884342,493759,674906,478829,533905,132637,1147537,1487209,121680,,,,,,,,,,,,,
0507,1341874,1353636,1007404,340114,829580,1408928,394920,1364950,1232608,1316191,9526,1340854,1349817,1348411,1428827,611753,4905,907034,1415074,1017764,1323890,346287,1243014,722528,6924,207241,780175,617138,258018,734913,349732,832381,1113919,1011690,394400,907170,1173381,1317483,-1,1317483,1359875,1013433,391936,138821,1359875,1013433,391936,1169241,1012645,1209627,616776,1017774,4767,342139,90903,,,,,,,,,,,,,
0509,300262,288733,471752,1598974,574522,348780,889910,278482,372747,172842,1267698,311790,291822,292555,368679,652478,1261466,1592749,354926,246241,179405,1605148,371831,561918,1254333,1090268,945631,649849,1516879,560656,1608593,574285,447003,467828,889911,1592885,366055,193174,-1,193174,97099,470861,894016,1126315,97099,470861,894016,268193,469658,224656,647696,246232,1261327,1600999,159475,,,,,,,,,,,,,
0511,61950,50422,427926,1726558,565721,110468,996412,40170,171549,80205,1394586,73479,53511,54244,130368,782757,1388989,1770764,116615,424256,74091,1732731,170633,668420,1381907,1189147,1123645,780128,1644462,663668,1736176,564914,353671,424002,996413,1770899,229828,78156,-1,78156,295365,422913,1000518,1256594,295365,422913,1000518,222365,421939,185578,777975,424246,1388851,1728583,177276,,,,,,,,,,,,,
0512,9747,14216,369058,1680088,519251,64837,949942,23983,112681,126722,1348116,14521,8122,6716,84736,878829,1342520,1817280,70983,470772,120607,1686261,111765,621950,1335437,1142677,1170162,876248,1597992,617198,1689706,518444,294803,365134,949943,1817416,170960,124673,-1,124673,341881,364045,954048,1352666,341881,364045,954048,256712,363071,219926,874047,470763,1342381,1682113,181928,,,,,,,,,,,,,
0514,37951,26423,400081,1711110,550273,60592,980964,27466,143703,130205,1379138,37402,20624,21080,80492,832757,1373542,1820764,66739,474255,124090,1717283,142787,652972,1366460,1173699,1173645,830128,1629014,648220,1720728,549467,325825,396156,980965,1820899,201982,128156,-1,128156,345364,395067,985070,1306594,345364,395067,985070,260196,394093,223409,827975,474246,1373403,1713135,182276,,,,,,,,,,,,,
0515,1041912,983903,709573,1025834,531748,1108967,464085,973651,932647,868826,694559,1040893,986992,987725,1128866,172187,688326,894702,1115113,570399,876525,1032008,943052,441964,681194,614585,247584,167276,943739,428640,1035453,534549,816088,713858,462964,894838,873420,870118,-1,870118,912510,715601,466054,553175,912510,715601,466054,817754,714813,861647,169586,570408,688188,1027859,89670,,,,,,,,,,,,,
0517,969829,981591,635359,711248,457535,1036883,23990,992905,860563,995339,379276,968809,977772,976366,1056782,366967,373680,1213365,1043030,740062,1003039,717421,870969,350483,366597,173837,700580,372351,629152,362868,720866,460336,741874,639645,22869,1213500,801336,996631,-1,996631,1014849,641388,25959,445152,1014849,641388,25959,797196,640600,837582,371989,740072,373541,713273,121536,,,,,,,,,,,,,
0518,1711567,1723330,1377098,118101,1199273,1778621,764613,1734644,1602301,1706928,366711,1710548,1719510,1718104,1798521,1002491,368704,1111963,1784768,1408501,1714628,138580,1612707,1092222,374611,576934,1170912,1007875,124723,1104606,45867,1202074,1483613,1381383,764094,1112098,1543075,1708220,-1,1708220,1750613,1383126,761630,530706,1750613,1383126,761630,1538934,1382338,1579320,1007513,1408511,368565,120126,111396,,,,,,,,,,,,,
0519,101209,89680,463338,1774367,613531,99202,1044221,90724,206961,192210,1442395,100659,83881,84337,99759,894762,1436799,1882769,90874,536261,186095,1780540,206045,716230,1429717,1236957,1235650,892133,1692272,711477,1783986,612724,389082,459413,1044222,1882904,265240,190161,-1,190161,345925,458324,1048328,1368599,345925,458324,1048328,323453,457350,286666,889980,536251,1436661,1776392,188477,,,,,,,,,,,,,
0520,605446,601858,318715,1217844,164369,672500,480075,591607,496180,486781,885872,604427,604948,605681,692400,291695,880276,1349599,678647,319650,494481,1224017,506586,152083,873194,680433,702480,289114,1135748,150822,1227463,164132,425231,323001,480076,1349734,436953,488073,-1,488073,506291,324744,484181,765532,506291,324744,484181,381287,323956,425181,286913,319660,880137,1219869,135160,,,,,,,,,,,,,
0521,278208,289970,92281,1420700,259863,345262,690554,301284,168942,336258,1088728,277189,286151,284745,365162,625065,1083132,1682968,351409,519962,341227,1426873,179348,362562,1076049,883289,1035850,622484,1338604,357810,1430318,259057,30805,88356,690555,1683104,109715,337550,-1,337550,528458,87267,694660,1098902,528458,87267,694660,159188,86293,205822,620283,519952,1082993,1422725,168497,,,,,,,,,,,,,
0522,1890416,1832406,1558076,412148,1380252,1957470,963912,1822155,1781150,1717329,577978,1889396,1835496,1836228,1977369,1012891,579970,826395,1963616,1418902,1725028,418322,1791555,1290467,580511,776233,1181313,1018276,384350,1277143,352105,1383052,1664591,1562362,963392,826530,1721923,1718621,-1,1718621,1761013,1564105,960928,541107,1761013,1564105,960928,1666257,1563317,1710150,1017914,1418911,579832,414173,82839,,,,,,,,,,,,,
0523,137753,126224,416626,1665410,553277,186271,967565,115973,247352,16999,1334135,149282,129314,130046,206171,718914,1327902,1706920,192418,360412,15918,1671584,246436,639574,1320770,1181135,1059802,716285,1583315,638339,1675029,552470,366121,412702,967567,1707056,285172,17164,-1,17164,207993,415735,971672,1192751,207993,415735,971672,209921,414533,162857,714132,360403,1327764,1667435,170892,,,,,,,,,,,,,
0524,649726,638198,721762,1529946,661221,698245,927135,627946,690878,523121,1198671,661255,641287,642020,718144,583450,1192438,1169635,704391,177390,530820,1536120,701284,648617,1185306,1088804,522517,580821,1447851,647355,1539565,660984,712600,717837,926014,1169771,631651,524413,-1,524413,519365,720871,929104,1057287,519365,720871,929104,538522,719668,523591,578668,177400,1192300,1531971,117163,,,,,,,,,,,,,
0525,637151,648914,302682,1100353,124857,704205,370207,660228,527885,583565,768381,636132,645094,643688,724105,275507,762785,1333411,710352,429670,591265,1106527,538291,42216,755703,562943,686292,272926,1018258,29622,1109972,127658,409197,306967,370209,1333546,468659,584857,-1,584857,616310,308710,374314,749344,616310,308710,374314,440968,307922,484861,270725,429679,762647,1102378,133541,,,,,,,,,,,,,
0526,1596928,1608691,1262459,83026,1084634,1663982,649974,1620004,1487662,1569196,252072,1595909,1604871,1603465,1683882,864759,254064,1160040,1670129,1270770,1576896,89199,1498068,977582,259972,462295,1033180,870143,754,989967,102494,1087435,1368974,1266744,649454,1160175,1428435,1570489,-1,1570489,1612881,1268487,646991,391827,1612881,1268487,646991,1424295,1267699,1464681,869781,1270779,253926,85051,116204,,,,,,,,,,,,,
0527,979732,991495,645263,699465,467438,1046787,32778,1002809,870467,1004884,367493,978713,987675,986269,1066686,376511,361897,1201583,1052933,749606,1012583,705638,880872,360387,354815,162055,710125,381896,617370,372772,709084,470239,751778,649548,32259,1201718,811240,1006176,-1,1006176,1024393,651291,29795,433370,1024393,651291,29795,807099,650503,847485,381534,749616,361759,701490,120358,,,,,,,,,,,,,
0529,2149341,2137813,1933413,1124445,1755588,2197859,1481996,2127561,2156486,2022735,1158712,2160870,2140902,2141635,2217759,1396027,1152479,565505,2204006,1677005,2030435,1130618,2166892,1665803,1145347,1294317,977978,1391116,1096647,1652479,1064401,1758389,2039928,1937698,1481476,565640,2097259,2024028,-1,2024028,2018980,1939441,1479012,1017328,2018980,1939441,1479012,2038137,1938653,2023206,1393426,1677015,1152341,1126470,56750,,,,,,,,,,,,,
0530,1066702,1055174,849866,1165866,672041,1115220,604116,1044922,1072940,940096,834590,1078231,1058263,1058996,1135120,312480,828357,754797,1121367,594366,947796,1172039,1083345,582257,821225,754616,107678,307569,1083770,568933,1175484,674842,956381,854151,602996,754932,1013713,941388,-1,941388,936340,855895,606086,693206,936340,855895,606086,955498,855107,940567,309879,594375,828219,1167891,75680,,,,,,,,,,,,,
0531,361045,372807,7852,1352241,191404,428099,622095,384121,251779,401795,1020269,360025,368987,367582,447998,556606,1014673,1614510,434245,544208,406764,1358414,262184,294103,1007591,814830,967391,554025,1270145,289351,1361860,190598,115707,4250,622096,1614645,192552,403087,-1,403087,568186,2275,626201,1030443,568186,2275,626201,208320,1509,248706,551824,544199,1014534,1354266,161651,,,,,,,,,,,,,
0536,253760,242232,325949,1555102,462600,302279,826796,231980,295065,127154,1223826,265289,245321,246054,322178,608605,1217594,1596612,308425,250104,134854,1561275,279010,498804,1210461,1019532,949493,605977,1473006,497569,1564721,461793,316787,322024,826797,1596747,235838,128447,-1,128447,257221,325058,830903,1082443,257221,325058,830903,142709,323855,96535,603823,250094,1217455,1557127,159861,,,,,,,,,,,,,
